id,playtime_forever
0,0.769778903339183
1,4.044807792703117
2,0.6016961877708269
3,0.41870725560536776
4,1.7422730146299803
5,0.04227312881992268
6,0.43533307342385397
7,0.5414789305857963
8,0.9989875266912475
9,1.4289861507092745
10,1.2081901952479315
11,0.9640745827936087
12,0.9708932349220025
13,3.15338643322236
14,5.100526241999446
15,2.5541852408506034
16,2.671777319483349
17,2.213959486901301
18,2.995622474214846
19,0.9873031938600882
20,0.5752681852850143
21,0.4488499969665478
22,0.8112697304684017
23,0.7798757065805128
24,1.5037165515085023
25,0.15144793294266246
26,0.3992765920862864
27,0.7744167548550266
28,0.820943639035226
29,0.3488275680901297
30,0.9447903169151445
31,12.887493357050575
32,2.7482641920597923
33,0.6515159419073981
34,1.9750708146302787
35,0.08801817838808113
36,1.5651346630365515
37,2.683009359347039
38,2.995622474214846
39,1.0969532818273513
40,1.884931990970124
41,1.923202483446439
42,2.3747237386228885
43,0.6398355323674598
44,3.21627694857225
45,0.6177258792381339
46,1.6543316047802343
47,1.659011135244315
48,1.2396344321799673
49,14.473796901107617
50,1.5253428665497655
51,0.9111746084140838
52,0.5702478450689614
53,1.3455735449199582
54,1.5651346630365515
55,1.1458189308774724
56,6.9939506066958606
57,0.5808603950071058
58,2.173655407661289
59,0.6208561891716806
60,1.2121759788481787
61,1.4126805041479071
62,0.8588664258154068
63,15.231337028575814
64,3.241739368994267
65,1.0144489167959956
66,1.766072465825405
67,0.4402149830805289
68,2.9538567854420776
69,2.299368902787748
70,1.3718663876199007
71,12.887493357050575
72,3.755964673669649
73,13.699621946017317
74,3.3403234429177164
75,13.052799785749398
76,12.722857926178138
77,4.268650843589652
78,0.9458920211377289
79,0.8866467408394318
80,1.1526459627408467
81,1.9563070466983585
82,1.6879505741782586
83,3.5947999576535845
84,2.1451650782832896
85,2.566013670667289
86,0.7478781867029008
87,2.963012347820094
88,2.6211905355301752
89,2.4394148696332936
